delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,sa_lateness
INSTANCE_002,0.5,V2,3,1.1765118377013857,5.304327092766812,5.304327092766812
INSTANCE_002,0.5,V2,4,0.9471878234330842,0.0,0.0
INSTANCE_002,0.5,V2,5,1.324959031920991,9.939095908293098,9.939095908293098
INSTANCE_002,0.5,V2,6,1.188205668839501,5.669427990617237,5.669427990617237
INSTANCE_002,0.5,V2,7,1.2334711323482457,7.0826912037993,7.0826912037993
INSTANCE_002,0.5,V2,8,1.026209413070951,0.6116348917634014,0.6116348917634014
INSTANCE_002,0.5,V2,9,1.0932122742009152,2.703575887676152,2.703575887676152
INSTANCE_002,0.5,V2,10,1.023883842600355,0.5390267057205165,0.5390267057205165
INSTANCE_002,0.5,V2,11,1.0126213912598352,0.1873942041174814,0.1873942041174814
INSTANCE_002,0.5,V2,12,1.1002537364850078,2.923422075955955,2.923422075955955
INSTANCE_002,0.5,V2,13,1.0139319529377937,0.2283121239727279,0.2283121239727279
INSTANCE_002,0.5,V2,14,1.085131765699195,2.451288944738394,2.451288944738394
INSTANCE_002,0.5,V2,15,1.2798533551847038,8.530821504458345,8.530821504458345
INSTANCE_002,0.5,V2,16,1.248125601735383,7.540228162181506,7.540228162181506
INSTANCE_002,0.5,V2,17,0.9400305127732984,0.0,0.0
INSTANCE_002,0.5,V2,18,1.080696239419903,2.312804421755004,2.312804421755004
INSTANCE_002,0.5,V2,19,1.0517077858614825,1.4077365875718897,1.4077365875718897
INSTANCE_002,0.75,V1,0,1.0570136241678627,0.0,0.0
INSTANCE_002,0.75,V1,1,0.8750430865662231,0.0,0.0
INSTANCE_002,0.75,V1,2,0.9698370112915492,0.0,0.0
INSTANCE_002,0.75,V1,3,1.1254714004314932,0.0,0.0
INSTANCE_002,0.75,V1,4,0.939347482758234,0.0,0.0
INSTANCE_002,0.75,V1,5,0.9918258124050138,0.0,0.0
INSTANCE_002,0.75,V1,6,1.0311264201890464,0.0,0.0
INSTANCE_002,0.75,V1,7,1.0311264201890464,0.0,0.0
INSTANCE_002,0.75,V1,8,1.1173211796252085,0.0,0.0
INSTANCE_002,0.75,V1,9,1.049949924538092,0.0,0.0
INSTANCE_002,0.75,V1,10,1.0999082182341633,0.0,0.0
INSTANCE_002,0.75,V1,11,1.304285912273997,0.0,0.0
INSTANCE_002,0.75,V1,12,0.8800185949283246,0.0,0.0
INSTANCE_002,0.75,V1,13,1.0291748740913935,0.0,0.0
INSTANCE_002,0.75,V1,14,0.9273353666104306,0.0,0.0
INSTANCE_002,0.75,V1,15,1.012584423881113,0.0,0.0
INSTANCE_002,0.75,V1,16,1.0076298823575358,0.0,0.0
